# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v3.2 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-06-04T00:00:00.0
# Date end (ISO 8601): 2018-06-07T00:00:00.0
# Latitude (positive North, ISO 19115): -29.9000
# Longitude (positive East, ISO 19115): 22.3000
# Altitude (m): 1089.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2019-11-06
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2018-06-05T12:00:00.0/2018-06-05T12:15:00.0;177.4587;140.5431;121.6510;18.8920;226.6787;135.4979;115.7642;19.7338;215.7054;1.0000
2018-06-05T12:15:00.0/2018-06-05T12:30:00.0;169.7453;133.7529;115.6764;18.0766;225.3370;128.8312;109.5052;19.3260;213.3114;1.0000
2018-06-05T12:30:00.0/2018-06-05T12:45:00.0;161.0344;126.0904;108.8968;17.1935;223.6014;121.3511;102.5339;18.8172;210.5308;1.0000
2018-06-05T12:45:00.0/2018-06-05T13:00:00.0;151.3635;117.5998;101.3494;16.2505;221.3944;113.1505;94.8376;18.3129;207.1629;1.0000
2018-06-05T13:00:00.0/2018-06-05T13:15:00.0;140.7739;108.3308;93.0625;15.2682;218.5767;104.0755;86.4499;17.6256;203.0321;1.0000
2018-06-05T13:15:00.0/2018-06-05T13:30:00.0;129.3109;98.3430;84.0976;14.2453;215.0192;94.0446;76.9889;17.0557;196.8144;1.0000
2018-06-05T13:30:00.0/2018-06-05T13:45:00.0;117.0237;87.7068;74.5278;13.1790;210.5422;83.2775;66.6855;16.5919;188.3452;1.0000
2018-06-05T13:45:00.0/2018-06-05T14:00:00.0;103.9650;76.5048;64.4408;12.0640;204.8873;72.3170;56.2280;16.0890;178.7225;1.0000
2018-06-05T14:00:00.0/2018-06-05T14:15:00.0;90.1905;64.8336;53.9435;10.8901;197.6642;60.8909;45.4423;15.4486;166.4221;1.0000
2018-06-05T14:15:00.0/2018-06-05T14:30:00.0;75.7594;52.8047;43.1676;9.6372;188.2343;49.1555;35.2297;13.9258;153.6609;1.0000
2018-06-05T14:30:00.0/2018-06-05T14:45:00.0;60.7334;40.5519;32.2842;8.2677;175.4549;38.4816;27.9278;10.5538;152.0535;1.0000
2018-06-05T14:45:00.0/2018-06-05T15:00:00.0;45.1769;28.2643;21.5471;6.7172;157.0524;27.7106;20.3321;7.3785;148.5612;1.0000
2018-06-05T15:00:00.0/2018-06-05T15:15:00.0;29.1564;16.2489;11.3119;4.9371;126.4787;16.2428;11.2984;4.9444;126.3562;1.0000
2018-06-05T15:15:00.0/2018-06-05T15:30:00.0;12.7406;5.6706;3.1515;2.5191;68.7948;5.0306;2.6190;2.4116;54.5343;1.0000
2018-06-05T15:30:00.0/2018-06-05T15:45:00.0;0.5484;0.1629;0.0391;0.1237;0.0000;0.0811;0.0056;0.0755;0.0000;1.0000
2018-06-05T15:45:00.0/2018-06-05T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T16:00:00.0/2018-06-05T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T16:15:00.0/2018-06-05T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T16:30:00.0/2018-06-05T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T16:45:00.0/2018-06-05T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T17:00:00.0/2018-06-05T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T17:15:00.0/2018-06-05T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T17:30:00.0/2018-06-05T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T17:45:00.0/2018-06-05T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T18:00:00.0/2018-06-05T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T18:15:00.0/2018-06-05T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T18:30:00.0/2018-06-05T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T18:45:00.0/2018-06-05T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T19:00:00.0/2018-06-05T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T19:15:00.0/2018-06-05T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T19:30:00.0/2018-06-05T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T19:45:00.0/2018-06-05T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T20:00:00.0/2018-06-05T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T20:15:00.0/2018-06-05T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T20:30:00.0/2018-06-05T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T20:45:00.0/2018-06-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T21:00:00.0/2018-06-05T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T21:15:00.0/2018-06-05T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T21:30:00.0/2018-06-05T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T21:45:00.0/2018-06-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T22:00:00.0/2018-06-05T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T22:15:00.0/2018-06-05T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T22:30:00.0/2018-06-05T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T22:45:00.0/2018-06-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T23:00:00.0/2018-06-05T23:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T23:15:00.0/2018-06-05T23:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T23:30:00.0/2018-06-05T23:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-05T23:45:00.0/2018-06-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T00:00:00.0/2018-06-06T00:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T00:15:00.0/2018-06-06T00:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T00:30:00.0/2018-06-06T00:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T00:45:00.0/2018-06-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T01:00:00.0/2018-06-06T01:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T01:15:00.0/2018-06-06T01:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T01:30:00.0/2018-06-06T01:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T01:45:00.0/2018-06-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T02:00:00.0/2018-06-06T02:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T02:15:00.0/2018-06-06T02:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T02:30:00.0/2018-06-06T02:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T02:45:00.0/2018-06-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T03:00:00.0/2018-06-06T03:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T03:15:00.0/2018-06-06T03:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T03:30:00.0/2018-06-06T03:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T03:45:00.0/2018-06-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T04:00:00.0/2018-06-06T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T04:15:00.0/2018-06-06T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T04:30:00.0/2018-06-06T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T04:45:00.0/2018-06-06T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T05:00:00.0/2018-06-06T05:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T05:15:00.0/2018-06-06T05:30:00.0;0.9527;0.2601;0.0251;0.2350;0.0000;0.1193;0.0000;0.1193;0.0000;0.9333
2018-06-06T05:30:00.0/2018-06-06T05:45:00.0;13.9477;5.3608;1.8264;3.5344;37.2348;3.7019;0.8821;2.8198;15.8493;1.0000
2018-06-06T05:45:00.0/2018-06-06T06:00:00.0;30.3149;15.0178;7.7671;7.2507;83.0371;14.8862;7.6654;7.2208;81.6103;1.0000
2018-06-06T06:00:00.0/2018-06-06T06:15:00.0;46.2804;26.4613;16.2463;10.2151;115.2781;25.9986;16.0005;9.9981;113.6189;1.0000
2018-06-06T06:15:00.0/2018-06-06T06:30:00.0;61.7759;38.5958;26.0490;12.5468;138.9866;36.9670;24.7804;12.1866;132.3310;1.0000
2018-06-06T06:30:00.0/2018-06-06T06:45:00.0;76.7349;50.8815;36.4469;14.4346;156.7786;47.5355;33.3130;14.2226;143.3454;1.0000
2018-06-06T06:45:00.0/2018-06-06T07:00:00.0;91.0934;63.0324;47.0209;16.0115;170.4942;59.2261;43.4599;15.7662;157.5526;1.0000
2018-06-06T07:00:00.0/2018-06-06T07:15:00.0;104.7901;74.8562;57.4980;17.3581;181.2961;70.8040;53.8481;16.9559;169.7671;1.0000
2018-06-06T07:15:00.0/2018-06-06T07:30:00.0;117.7661;86.2152;67.6917;18.5235;189.9573;81.9311;64.0095;17.9216;179.6089;1.0000
2018-06-06T07:30:00.0/2018-06-06T07:45:00.0;129.9660;97.0024;77.4642;19.5381;196.9992;92.7056;73.9756;18.7300;188.1113;1.0000
2018-06-06T07:45:00.0/2018-06-06T08:00:00.0;141.3375;107.1305;86.7076;20.4229;202.7801;102.8336;83.3951;19.4385;195.0280;1.0000
2018-06-06T08:00:00.0/2018-06-06T08:15:00.0;151.8319;116.5268;95.3330;21.1938;207.5525;112.0914;91.9781;20.1133;200.2460;1.0000
2018-06-06T08:15:00.0/2018-06-06T08:30:00.0;161.4043;125.1301;103.2664;21.8637;211.4981;120.4322;99.7713;20.6609;204.3390;1.0000
2018-06-06T08:30:00.0/2018-06-06T08:45:00.0;170.0137;132.8881;110.4448;22.4433;214.7505;127.9613;106.7493;21.2119;207.5646;1.0000
2018-06-06T08:45:00.0/2018-06-06T09:00:00.0;177.6232;139.7563;116.8149;22.9414;217.4094;134.7094;113.0882;21.6212;210.4720;1.0000
2018-06-06T09:00:00.0/2018-06-06T09:15:00.0;184.2002;145.6921;122.2890;23.4031;219.4737;140.6533;118.6982;21.9551;213.0274;1.0000
2018-06-06T09:15:00.0/2018-06-06T09:30:00.0;189.7167;150.6643;126.8295;23.8348;221.0054;145.6604;123.3474;22.3130;214.9371;1.0000
2018-06-06T09:30:00.0/2018-06-06T09:45:00.0;194.1489;154.6514;130.4491;24.2023;222.1242;149.6628;127.0091;22.6537;216.2663;1.0000
2018-06-06T09:45:00.0/2018-06-06T10:00:00.0;197.4780;157.6321;133.1244;24.5078;222.8586;152.6972;129.7839;22.9133;217.2661;1.0000
2018-06-06T10:00:00.0/2018-06-06T10:15:00.0;199.6896;159.5907;134.8383;24.7524;223.2277;154.6947;131.5551;23.1395;217.7923;1.0000
2018-06-06T10:15:00.0/2018-06-06T10:30:00.0;200.7743;160.5167;135.5800;24.9367;223.2425;155.6510;132.3728;23.2783;217.9616;1.0000
2018-06-06T10:30:00.0/2018-06-06T10:45:00.0;200.7275;160.4052;135.3448;25.0604;222.9064;155.5251;132.1502;23.3750;217.6451;1.0000
2018-06-06T10:45:00.0/2018-06-06T11:00:00.0;199.5494;159.2564;134.1340;25.1225;222.2153;154.3476;130.9526;23.3949;216.9449;1.0000
2018-06-06T11:00:00.0/2018-06-06T11:15:00.0;197.2450;157.0762;131.9550;25.1212;221.1579;152.1118;128.7594;23.3524;215.8020;1.0000
2018-06-06T11:15:00.0/2018-06-06T11:30:00.0;193.8242;153.8757;128.8215;25.0542;219.7145;148.8606;125.6220;23.2386;214.2573;1.0000
2018-06-06T11:30:00.0/2018-06-06T11:45:00.0;189.3018;149.6716;124.7535;24.9181;217.8569;144.6444;121.6029;23.0415;212.3548;1.0000
2018-06-06T11:45:00.0/2018-06-06T12:00:00.0;183.6970;144.4858;119.7776;24.7082;215.5461;139.4287;116.6074;22.8214;209.8401;1.0000
2018-06-06T12:00:00.0/2018-06-06T12:15:00.0;177.0339;138.3566;113.9716;24.3850;212.8137;133.3133;110.7520;22.5613;206.8007;1.0000
2018-06-06T12:15:00.0/2018-06-06T12:30:00.0;169.3410;131.3183;107.3755;23.9428;209.6000;126.4381;104.2623;22.1759;203.5231;1.0000
2018-06-06T12:30:00.0/2018-06-06T12:45:00.0;160.6513;123.4006;99.9933;23.4072;205.7407;118.7829;97.1165;21.6664;199.8214;1.0000
2018-06-06T12:45:00.0/2018-06-06T13:00:00.0;151.0021;114.6503;91.8832;22.7671;201.1253;110.2483;89.1617;21.0867;195.1663;1.0000
2018-06-06T13:00:00.0/2018-06-06T13:15:00.0;140.4346;105.1223;83.1134;22.0088;195.6060;100.8658;80.4975;20.3683;189.4459;1.0000
2018-06-06T13:15:00.0/2018-06-06T13:30:00.0;128.9940;94.8803;73.7644;21.1160;188.9816;90.6908;71.1106;19.5802;182.1737;1.0000
2018-06-06T13:30:00.0/2018-06-06T13:45:00.0;116.7296;84.0001;63.9315;20.0686;180.9721;79.9245;61.2238;18.7007;173.2973;1.0000
2018-06-06T13:45:00.0/2018-06-06T14:00:00.0;103.6936;72.5727;53.7319;18.8408;171.1792;68.7597;51.1383;17.6214;162.9057;1.0000
2018-06-06T14:00:00.0/2018-06-06T14:15:00.0;89.9420;60.7117;43.3168;17.3949;159.0288;57.1913;40.9365;16.2548;150.2754;1.0000
2018-06-06T14:15:00.0/2018-06-06T14:30:00.0;75.5337;48.5668;32.8969;15.6699;143.6922;45.6830;31.0974;14.5855;135.8889;0.7333
2018-06-06T14:30:00.0/2018-06-06T14:45:00.0;60.5303;36.3538;22.7894;13.5644;123.9888;34.9834;22.2431;12.7403;121.0907;0.0000
2018-06-06T14:45:00.0/2018-06-06T15:00:00.0;44.9962;24.4181;13.4964;10.9217;98.2986;24.0659;13.4768;10.5891;98.1898;0.2667
2018-06-06T15:00:00.0/2018-06-06T15:15:00.0;28.9977;13.3736;5.8227;7.5508;64.5984;13.3697;5.8243;7.5454;64.6129;1.0000
2018-06-06T15:15:00.0/2018-06-06T15:30:00.0;12.6035;4.4200;1.0454;3.3746;22.0401;3.9408;0.9151;3.0257;18.4890;1.0000
2018-06-06T15:30:00.0/2018-06-06T15:45:00.0;0.5235;0.1332;0.0046;0.1287;0.0000;0.0684;0.0006;0.0678;0.0000;1.0000
2018-06-06T15:45:00.0/2018-06-06T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T16:00:00.0/2018-06-06T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T16:15:00.0/2018-06-06T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T16:30:00.0/2018-06-06T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T16:45:00.0/2018-06-06T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T17:00:00.0/2018-06-06T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T17:15:00.0/2018-06-06T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T17:30:00.0/2018-06-06T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T17:45:00.0/2018-06-06T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T18:00:00.0/2018-06-06T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T18:15:00.0/2018-06-06T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T18:30:00.0/2018-06-06T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T18:45:00.0/2018-06-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T19:00:00.0/2018-06-06T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T19:15:00.0/2018-06-06T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T19:30:00.0/2018-06-06T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T19:45:00.0/2018-06-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T20:00:00.0/2018-06-06T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T20:15:00.0/2018-06-06T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T20:30:00.0/2018-06-06T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T20:45:00.0/2018-06-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T21:00:00.0/2018-06-06T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T21:15:00.0/2018-06-06T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T21:30:00.0/2018-06-06T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T21:45:00.0/2018-06-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T22:00:00.0/2018-06-06T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T22:15:00.0/2018-06-06T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T22:30:00.0/2018-06-06T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T22:45:00.0/2018-06-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T23:00:00.0/2018-06-06T23:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T23:15:00.0/2018-06-06T23:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T23:30:00.0/2018-06-06T23:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-06-06T23:45:00.0/2018-06-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
